,Timestamp,PowerConsumption1,PowerConsumption2,PowerConsumption3
1602,2022-01-22T13:20:11.748Z,38.5,123.0,141.7
1603,2022-01-22T13:20:21.952Z,46.4,125.0,155.6
1604,2022-01-22T13:20:32.189Z,39.0,122.0,148.0
1605,2022-01-22T13:20:42.378Z,38.6,123.6,152.8
1606,2022-01-22T13:20:52.54Z,38.6,124.2,145.0
1607,2022-01-22T13:21:02.776Z,38.5,122.2,148.6
1608,2022-01-22T13:21:12.995Z,38.4,125.1,155.6
1609,2022-01-22T13:21:23.216Z,38.1,122.7,153.4
1610,2022-01-22T13:21:33.483Z,38.2,123.8,147.1
1611,2022-01-22T13:21:43.677Z,38.6,121.0,151.1
1612,2022-01-22T13:21:53.884Z,38.5,124.9,147.4
1613,2022-01-22T13:22:04.089Z,38.6,162.3,153.1
1614,2022-01-22T13:22:14.309Z,38.4,131.3,174.5
1615,2022-01-22T13:22:24.469Z,38.2,128.5,148.5
1616,2022-01-22T13:22:34.664Z,38.2,122.5,148.5
1617,2022-01-22T13:22:44.839Z,38.5,130.9,143.6
1618,2022-01-22T13:22:55.062Z,38.3,124.0,154.5
1619,2022-01-22T13:23:05.297Z,38.2,137.3,152.8
1620,2022-01-22T13:23:15.486Z,38.3,139.8,157.8
1621,2022-01-22T13:23:25.659Z,38.4,121.4,153.6
1622,2022-01-22T13:23:35.865Z,38.2,126.2,148.7
1623,2022-01-22T13:23:46.087Z,38.4,129.0,144.9
1624,2022-01-22T13:23:56.746Z,38.5,125.5,179.1
1625,2022-01-22T13:24:06.967Z,55.3,153.8,144.1
1626,2022-01-22T13:24:17.132Z,38.3,150.0,156.3
1627,2022-01-22T13:24:27.289Z,38.4,169.1,152.7
1628,2022-01-22T13:24:37.464Z,38.6,187.2,162.6
1629,2022-01-22T13:24:47.667Z,38.5,185.7,156.1
1630,2022-01-22T13:24:57.856Z,38.2,160.0,145.0
1631,2022-01-22T13:25:08.077Z,38.3,132.9,147.0
1632,2022-01-22T13:25:18.297Z,38.4,160.1,147.2
1633,2022-01-22T13:25:28.455Z,38.5,184.4,158.4
1634,2022-01-22T13:25:38.646Z,38.4,131.4,145.8
1635,2022-01-22T13:25:48.834Z,39.8,161.5,152.5
1636,2022-01-22T13:25:59.054Z,53.6,123.8,132.5
1637,2022-01-22T13:26:09.258Z,38.3,177.7,140.1
1638,2022-01-22T13:26:19.435Z,37.9,175.9,153.0
1639,2022-01-22T13:26:29.625Z,39.0,144.9,190.5
1640,2022-01-22T13:26:39.816Z,38.2,130.7,140.4
1641,2022-01-22T13:26:50.038Z,38.6,124.1,138.0
1642,2022-01-22T13:27:00.226Z,38.3,134.3,153.0
1643,2022-01-22T13:27:10.416Z,38.6,176.6,161.3
1644,2022-01-22T13:27:20.608Z,38.1,161.4,140.6
1645,2022-01-22T13:27:30.767Z,39.2,145.2,144.9
1646,2022-01-22T13:27:40.992Z,38.1,128.6,148.0
1647,2022-01-22T13:27:51.197Z,38.4,143.0,185.7
1648,2022-01-22T13:28:01.371Z,38.5,179.5,141.8
1649,2022-01-22T13:28:11.545Z,38.0,130.6,176.7
1650,2022-01-22T13:28:21.749Z,38.2,159.5,158.8
1651,2022-01-22T13:28:31.969Z,38.3,125.3,152.8
1652,2022-01-22T13:28:42.24Z,38.0,148.6,160.7
1653,2022-01-22T13:28:52.398Z,38.1,137.6,146.3
1654,2022-01-22T13:29:02.587Z,37.9,146.8,177.4
1655,2022-01-22T13:29:12.762Z,38.8,152.7,149.8
1656,2022-01-22T13:29:23.021Z,36.8,142.7,148.6
1657,2022-01-22T13:29:33.245Z,36.8,134.3,145.1
1658,2022-01-22T13:29:43.406Z,37.1,149.0,147.3
1659,2022-01-22T13:29:53.61Z,37.0,154.2,152.1
1660,2022-01-22T13:30:03.816Z,36.9,165.6,158.6
1661,2022-01-22T13:30:13.991Z,37.7,124.5,153.2
1662,2022-01-22T13:30:24.165Z,36.5,148.1,147.1
1663,2022-01-22T13:30:34.371Z,37.2,123.8,176.9
1664,2022-01-22T13:30:44.56Z,37.1,132.4,151.8
1665,2022-01-22T13:30:54.75Z,36.9,159.3,187.3
1666,2022-01-22T13:31:04.925Z,37.2,126.9,165.3
1667,2022-01-22T13:31:15.161Z,37.2,129.4,154.2
1668,2022-01-22T13:31:25.366Z,37.0,133.3,147.1
1669,2022-01-22T13:31:35.525Z,36.8,144.5,141.9
1670,2022-01-22T13:31:45.762Z,36.8,128.4,137.9
1671,2022-01-22T13:31:55.952Z,36.9,135.3,154.6
1672,2022-01-22T13:32:06.163Z,36.9,154.2,146.4
1673,2022-01-22T13:32:16.355Z,36.9,167.1,150.4
1674,2022-01-22T13:32:26.516Z,36.9,141.8,142.2
1675,2022-01-22T13:32:37.192Z,36.5,136.2,147.1
1676,2022-01-22T13:32:47.366Z,37.0,145.3,142.8
1677,2022-01-22T13:32:57.571Z,37.3,128.9,152.6
1678,2022-01-22T13:33:07.759Z,37.0,130.2,163.9
1679,2022-01-22T13:33:17.965Z,37.3,150.0,143.4
1680,2022-01-22T13:33:28.122Z,36.8,131.7,156.2
1681,2022-01-22T13:33:38.304Z,37.0,125.4,171.7
1682,2022-01-22T13:33:48.476Z,37.2,130.3,156.5
1683,2022-01-22T13:33:58.698Z,37.3,132.6,144.2
1684,2022-01-22T13:34:08.872Z,41.4,126.7,184.4
1685,2022-01-22T13:34:19.047Z,39.6,133.4,166.1
1686,2022-01-22T13:34:29.721Z,39.4,136.5,164.8
1687,2022-01-22T13:34:39.957Z,39.3,159.7,150.4
1688,2022-01-22T13:34:50.195Z,39.7,125.9,191.3
1689,2022-01-22T13:35:00.353Z,41.5,189.1,174.4
1690,2022-01-22T13:35:10.542Z,38.1,137.0,209.8
1691,2022-01-22T13:35:20.746Z,38.6,126.3,169.0
1692,2022-01-22T13:35:30.935Z,38.1,135.5,164.6
1693,2022-01-22T13:35:41.17Z,38.4,158.4,156.8
1694,2022-01-22T13:35:51.374Z,38.2,130.7,156.0
1695,2022-01-22T13:36:01.532Z,38.3,143.9,148.0
1696,2022-01-22T13:36:11.736Z,44.9,138.1,141.5
1697,2022-01-22T13:36:21.942Z,38.1,182.0,184.9
1698,2022-01-22T13:36:32.115Z,38.1,157.8,141.5
1699,2022-01-22T13:36:42.335Z,38.2,144.3,154.3
1700,2022-01-22T13:36:52.508Z,38.0,162.7,153.4
1701,2022-01-22T13:37:02.712Z,37.9,154.4,188.0
1702,2022-01-22T13:37:12.934Z,38.0,142.8,161.5
1703,2022-01-22T13:37:23.109Z,38.0,134.6,155.4
1704,2022-01-22T13:37:33.283Z,38.0,132.9,149.2
1705,2022-01-22T13:37:43.504Z,46.8,134.3,194.2
1706,2022-01-22T13:37:53.679Z,39.9,147.9,152.3
1707,2022-01-22T13:38:03.883Z,38.9,123.9,145.6
1708,2022-01-22T13:38:14.103Z,38.2,123.3,144.4
1709,2022-01-22T13:38:24.278Z,38.1,124.4,139.1
1710,2022-01-22T13:38:34.466Z,38.1,150.7,156.6
1711,2022-01-22T13:38:44.655Z,38.1,150.6,145.0
1712,2022-01-22T13:38:54.845Z,38.2,144.9,152.1
1713,2022-01-22T13:39:05.054Z,41.4,146.2,148.8
1714,2022-01-22T13:39:15.243Z,37.7,144.5,160.4
1715,2022-01-22T13:39:25.479Z,37.1,131.3,141.9
1716,2022-01-22T13:39:35.651Z,37.1,156.6,135.5
1717,2022-01-22T13:39:45.871Z,37.2,133.1,139.7
1718,2022-01-22T13:39:56.033Z,37.0,196.1,138.7
1719,2022-01-22T13:40:06.222Z,37.0,155.1,143.9
1720,2022-01-22T13:40:16.504Z,38.9,193.8,140.0
1721,2022-01-22T13:40:26.693Z,37.8,181.0,142.2
1722,2022-01-22T13:40:36.852Z,36.9,171.7,143.2
1723,2022-01-22T13:40:47.058Z,37.4,166.0,162.3
1724,2022-01-22T13:40:57.293Z,54.1,154.9,150.2
1725,2022-01-22T13:41:07.466Z,44.5,182.4,159.5
1726,2022-01-22T13:41:17.736Z,67.4,165.3,186.4
1727,2022-01-22T13:41:27.909Z,48.1,140.3,141.6
1728,2022-01-22T13:41:38.145Z,55.9,135.0,145.6
1729,2022-01-22T13:41:48.366Z,41.2,154.1,149.6
1730,2022-01-22T13:41:58.585Z,38.7,132.7,139.5
1731,2022-01-22T13:42:08.742Z,39.9,133.0,140.8
1732,2022-01-22T13:42:18.966Z,38.8,129.2,144.6
1733,2022-01-22T13:42:29.139Z,39.7,131.2,142.1
1734,2022-01-22T13:42:39.319Z,39.2,128.3,147.0
1735,2022-01-22T13:42:49.523Z,38.7,166.1,148.4
1736,2022-01-22T13:42:59.712Z,38.7,127.3,153.2
1737,2022-01-22T13:43:09.877Z,45.8,129.1,146.4
1738,2022-01-22T13:43:20.097Z,40.4,124.3,166.3
1739,2022-01-22T13:43:30.257Z,39.0,171.7,143.8
1740,2022-01-22T13:43:40.479Z,39.3,153.6,171.9
1741,2022-01-22T13:43:50.683Z,38.9,153.7,155.6
1742,2022-01-22T13:44:00.857Z,38.9,139.4,149.6
1743,2022-01-22T13:44:11.061Z,38.4,126.2,148.5
1744,2022-01-22T13:44:21.241Z,39.5,125.9,150.1
1745,2022-01-22T13:44:31.384Z,39.4,128.4,149.2
1746,2022-01-22T13:44:41.823Z,39.3,126.8,141.1
1747,2022-01-22T13:44:51.808Z,39.2,127.8,156.8
1748,2022-01-22T13:45:01.981Z,39.2,126.1,145.8
1749,2022-01-22T13:45:12.185Z,39.0,131.1,167.8
1750,2022-01-22T13:45:22.393Z,39.1,135.2,144.6
1751,2022-01-22T13:45:32.581Z,39.2,127.6,169.1
1752,2022-01-22T13:45:42.803Z,45.3,156.2,154.2
1753,2022-01-22T13:45:53.024Z,39.3,171.2,148.4
1754,2022-01-22T13:46:03.23Z,39.5,147.4,148.3
1755,2022-01-22T13:46:13.465Z,47.9,139.5,161.4
1756,2022-01-22T13:46:23.684Z,38.1,204.3,149.8
1757,2022-01-22T13:46:33.874Z,40.8,177.4,156.2
1758,2022-01-22T13:46:44.626Z,38.3,154.5,144.3
1759,2022-01-22T13:46:54.786Z,38.2,141.9,143.2
1760,2022-01-22T13:47:05.021Z,44.0,147.0,156.6
1761,2022-01-22T13:47:15.211Z,40.0,149.7,145.1
1762,2022-01-22T13:47:25.385Z,39.8,155.5,152.0
1763,2022-01-22T13:47:35.546Z,44.5,151.0,149.1
1764,2022-01-22T13:47:45.72Z,41.6,155.2,145.4
1765,2022-01-22T13:47:55.941Z,38.0,160.2,147.2
1766,2022-01-22T13:48:06.211Z,37.6,136.8,179.3
1767,2022-01-22T13:48:16.415Z,37.9,136.4,142.8
1768,2022-01-22T13:48:26.564Z,42.0,127.5,156.7
1769,2022-01-22T13:48:36.736Z,38.0,126.5,164.0
1770,2022-01-22T13:48:46.957Z,37.8,140.3,148.5
1771,2022-01-22T13:48:57.114Z,37.1,126.9,142.4
1772,2022-01-22T13:49:07.335Z,38.1,127.3,140.3
1773,2022-01-22T13:49:17.586Z,37.8,143.3,150.8
1774,2022-01-22T13:49:27.774Z,37.8,134.1,149.2
1775,2022-01-22T13:49:37.947Z,38.1,143.0,143.2
1776,2022-01-22T13:49:48.152Z,38.1,137.1,144.3
1777,2022-01-22T13:49:58.341Z,38.1,127.6,146.1
1778,2022-01-22T13:50:08.576Z,38.5,123.5,145.8
1779,2022-01-22T13:50:18.797Z,40.0,152.4,138.9
1780,2022-01-22T13:50:29.002Z,37.9,141.1,147.5
1781,2022-01-22T13:50:39.191Z,37.9,182.3,112.4
1782,2022-01-22T13:50:49.396Z,41.2,163.6,91.6
1783,2022-01-22T13:50:59.556Z,37.1,141.8,92.7
1784,2022-01-22T13:51:09.871Z,37.4,145.8,91.3
1785,2022-01-22T13:51:20.075Z,37.3,129.5,88.9
1786,2022-01-22T13:51:30.249Z,37.4,148.8,90.2
1787,2022-01-22T13:51:40.455Z,37.7,163.3,90.6
1788,2022-01-22T13:51:50.722Z,37.5,132.1,90.2
1789,2022-01-22T13:52:00.894Z,37.4,123.0,89.4
1790,2022-01-22T13:52:11.131Z,37.3,121.7,90.3
1791,2022-01-22T13:52:21.324Z,37.6,122.2,89.6
1792,2022-01-22T13:52:31.559Z,37.6,134.6,93.9
1793,2022-01-22T13:52:41.747Z,45.3,123.0,97.1
1794,2022-01-22T13:52:51.921Z,41.8,126.7,90.1
1795,2022-01-22T13:53:02.125Z,38.7,127.6,90.3
1796,2022-01-22T13:53:12.345Z,38.4,122.4,128.8
1797,2022-01-22T13:53:22.518Z,38.6,125.5,90.7
1798,2022-01-22T13:53:32.722Z,38.4,130.7,90.5
1799,2022-01-22T13:53:42.911Z,38.4,125.8,88.7
1800,2022-01-22T13:53:53.131Z,38.5,182.6,97.6
1801,2022-01-22T13:54:03.323Z,37.2,157.1,89.3
1802,2022-01-22T13:54:14.465Z,36.9,124.7,89.9
1803,2022-01-22T13:54:24.655Z,36.7,158.0,89.7
1804,2022-01-22T13:54:34.828Z,37.0,154.5,88.6
1805,2022-01-22T13:54:45.048Z,37.2,129.0,88.3
1806,2022-01-22T13:54:55.239Z,36.9,127.4,89.5
1807,2022-01-22T13:55:05.479Z,39.2,123.1,89.2
1808,2022-01-22T13:55:15.699Z,51.4,153.6,126.4
1809,2022-01-22T13:55:25.889Z,38.9,150.5,89.7
1810,2022-01-22T13:55:36.062Z,38.8,139.4,90.0
1811,2022-01-22T13:55:46.268Z,38.8,128.2,89.6
1812,2022-01-22T13:55:56.489Z,38.9,124.4,87.7
1813,2022-01-22T13:56:06.662Z,38.8,133.9,90.2
1814,2022-01-22T13:56:16.882Z,38.5,143.4,89.9
1815,2022-01-22T13:56:27.058Z,39.0,158.0,102.8
1816,2022-01-22T13:56:37.248Z,38.4,132.5,87.5
1817,2022-01-22T13:56:47.907Z,38.8,166.5,89.7
1818,2022-01-22T13:56:58.563Z,38.6,132.4,89.1
1819,2022-01-22T13:57:08.712Z,38.7,134.2,87.8
1820,2022-01-22T13:57:18.933Z,38.5,127.0,89.7
1821,2022-01-22T13:57:29.123Z,38.3,137.2,90.5
1822,2022-01-22T13:57:39.344Z,38.4,132.4,89.4
1823,2022-01-22T13:57:49.521Z,38.6,141.4,89.7
1824,2022-01-22T13:57:59.71Z,38.9,142.7,86.5
1825,2022-01-22T13:58:09.931Z,39.2,160.2,89.6
1826,2022-01-22T13:58:20.12Z,38.8,176.2,92.6
1827,2022-01-22T13:58:30.327Z,39.0,133.6,90.9
1828,2022-01-22T13:58:40.468Z,38.6,127.0,91.5
1829,2022-01-22T13:58:50.689Z,38.5,134.0,92.5
1830,2022-01-22T13:59:00.836Z,38.8,139.0,93.0
1831,2022-01-22T13:59:11.04Z,38.5,131.8,91.2
1832,2022-01-22T13:59:21.23Z,38.1,132.4,91.9
1833,2022-01-22T13:59:31.403Z,37.1,128.5,91.1
1834,2022-01-22T13:59:41.576Z,37.3,148.3,90.9
1835,2022-01-22T13:59:51.781Z,39.3,143.1,91.4
1836,2022-01-22T14:00:01.956Z,38.7,132.1,93.1
1837,2022-01-22T14:00:12.161Z,37.3,135.3,91.5
1838,2022-01-22T14:00:22.335Z,38.0,128.5,89.1
1839,2022-01-22T14:00:32.51Z,37.4,128.9,92.3
1840,2022-01-22T14:00:42.666Z,37.1,138.1,88.8
1841,2022-01-22T14:00:52.875Z,39.1,162.9,87.9
1842,2022-01-22T14:01:03.05Z,37.1,148.1,99.1
1843,2022-01-22T14:01:13.742Z,37.1,149.1,81.7
1844,2022-01-22T14:01:23.947Z,37.2,134.9,73.9
1845,2022-01-22T14:01:34.135Z,37.0,145.0,73.3
1846,2022-01-22T14:01:44.363Z,37.2,129.5,73.2
1847,2022-01-22T14:01:54.532Z,37.1,127.7,73.6
1848,2022-01-22T14:02:04.737Z,37.0,129.9,112.4
1849,2022-01-22T14:02:14.91Z,37.0,132.9,73.8
1850,2022-01-22T14:02:25.098Z,37.1,136.7,73.7
1851,2022-01-22T14:02:35.289Z,37.4,156.0,74.3
1852,2022-01-22T14:02:45.467Z,37.5,143.9,74.9
1853,2022-01-22T14:02:55.687Z,37.6,145.9,76.8
1854,2022-01-22T14:03:05.845Z,37.2,153.4,75.4
1855,2022-01-22T14:03:16.019Z,37.8,144.9,75.4
1856,2022-01-22T14:03:26.223Z,38.9,140.5,74.9
1857,2022-01-22T14:03:36.399Z,59.1,139.5,75.1
1858,2022-01-22T14:03:46.62Z,37.9,138.5,77.0
1859,2022-01-22T14:03:56.839Z,37.3,144.2,74.2
1860,2022-01-22T14:04:06.996Z,37.9,148.7,74.8
1861,2022-01-22T14:04:17.169Z,37.6,142.9,76.6
1862,2022-01-22T14:04:27.33Z,37.8,154.4,75.2
1863,2022-01-22T14:04:37.536Z,37.6,127.1,75.0
1864,2022-01-22T14:04:47.714Z,37.3,163.4,74.5
1865,2022-01-22T14:04:57.918Z,37.6,189.6,78.5
1866,2022-01-22T14:05:08.139Z,37.7,135.1,73.4
1867,2022-01-22T14:05:18.3Z,37.7,127.7,74.5
1868,2022-01-22T14:05:28.491Z,38.8,125.3,72.7
1869,2022-01-22T14:05:38.696Z,37.3,142.5,73.5
1870,2022-01-22T14:05:48.838Z,37.4,124.8,73.2
1871,2022-01-22T14:05:59.073Z,37.2,130.9,74.5
1872,2022-01-22T14:06:09.279Z,37.3,128.2,73.3
1873,2022-01-22T14:06:19.498Z,37.1,128.3,75.2
1874,2022-01-22T14:06:29.705Z,37.1,186.1,74.4
1875,2022-01-22T14:06:39.909Z,37.1,140.4,75.3
1876,2022-01-22T14:06:50.055Z,37.0,137.0,75.7
1877,2022-01-22T14:07:00.259Z,37.2,129.1,76.4
1878,2022-01-22T14:07:10.525Z,37.0,150.5,73.4
1879,2022-01-22T14:07:20.684Z,39.9,126.0,88.0
1880,2022-01-22T14:07:30.889Z,37.6,159.7,77.0
1881,2022-01-22T14:07:41.08Z,37.2,126.7,75.1
1882,2022-01-22T14:07:51.223Z,37.2,135.2,73.4
1883,2022-01-22T14:08:01.444Z,37.5,127.0,73.9
1884,2022-01-22T14:08:11.635Z,37.6,131.2,74.2
1885,2022-01-22T14:08:21.81Z,37.3,131.4,75.2
1886,2022-01-22T14:08:32.001Z,37.7,127.9,73.4
1887,2022-01-22T14:08:42.238Z,37.3,125.2,73.4
1888,2022-01-22T14:08:52.445Z,37.1,123.6,73.7
1889,2022-01-22T14:09:02.633Z,37.2,134.0,73.8
1890,2022-01-22T14:09:12.868Z,49.8,149.0,73.1
1891,2022-01-22T14:09:23.119Z,40.5,124.6,74.8
1892,2022-01-22T14:09:33.315Z,41.9,123.2,73.6
1893,2022-01-22T14:09:43.519Z,40.4,122.2,74.4
1894,2022-01-22T14:09:53.709Z,40.1,132.5,74.4
1895,2022-01-22T14:10:03.915Z,40.9,133.1,74.3
1896,2022-01-22T14:10:14.122Z,38.4,127.9,74.6
1897,2022-01-22T14:10:24.296Z,38.5,134.9,109.5
1898,2022-01-22T14:10:34.516Z,39.1,152.6,73.6
1899,2022-01-22T14:10:45.159Z,39.9,129.4,75.7
1900,2022-01-22T14:10:55.379Z,39.4,133.7,73.5
1901,2022-01-22T14:11:05.553Z,37.3,124.9,73.7
1902,2022-01-22T14:11:15.734Z,37.9,128.6,84.8
1903,2022-01-22T14:11:25.925Z,37.5,122.9,110.7
1904,2022-01-22T14:11:36.113Z,38.2,121.9,74.6
1905,2022-01-22T14:11:46.271Z,38.9,128.7,75.4
1906,2022-01-22T14:11:56.491Z,38.9,130.4,89.2
1907,2022-01-22T14:12:06.665Z,39.7,126.7,73.8
1908,2022-01-22T14:12:16.854Z,38.6,124.7,74.8
1909,2022-01-22T14:12:27.063Z,39.8,124.8,75.6
1910,2022-01-22T14:12:37.27Z,38.5,124.0,106.4
1911,2022-01-22T14:12:47.429Z,38.1,131.1,75.2
1912,2022-01-22T14:12:57.635Z,37.6,137.0,74.0
1913,2022-01-22T14:13:07.793Z,39.7,167.2,106.8
1914,2022-01-22T14:13:17.968Z,40.9,129.0,74.2
1915,2022-01-22T14:13:28.188Z,41.0,156.5,74.1
1916,2022-01-22T14:13:38.377Z,46.1,136.1,76.0
1917,2022-01-22T14:13:48.536Z,44.8,146.9,75.0
1918,2022-01-22T14:13:58.741Z,39.5,168.5,73.5
1919,2022-01-22T14:14:08.914Z,57.5,141.6,74.1
1920,2022-01-22T14:14:19.135Z,37.5,156.9,74.1
1921,2022-01-22T14:14:29.343Z,38.9,129.6,73.7
1922,2022-01-22T14:14:39.517Z,37.7,125.3,74.0
1923,2022-01-22T14:14:49.705Z,46.0,128.5,73.4
1924,2022-01-22T14:14:59.894Z,46.3,154.5,74.6
1925,2022-01-22T14:15:10.115Z,40.4,146.7,73.1
1926,2022-01-22T14:15:20.384Z,39.7,140.1,74.9
1927,2022-01-22T14:15:30.574Z,43.9,126.7,74.6
1928,2022-01-22T14:15:40.777Z,40.3,122.9,73.0
1929,2022-01-22T14:15:50.952Z,41.0,125.4,75.2
1930,2022-01-22T14:16:01.141Z,39.8,122.6,74.3
1931,2022-01-22T14:16:11.345Z,38.9,123.8,73.7
1932,2022-01-22T14:16:21.536Z,52.9,124.3,76.0
1933,2022-01-22T14:16:31.724Z,38.7,120.9,74.3
1934,2022-01-22T14:16:41.914Z,38.4,121.3,73.5
1935,2022-01-22T14:16:52.12Z,38.4,132.6,75.0
1936,2022-01-22T14:17:02.372Z,38.8,129.4,83.5
1937,2022-01-22T14:17:12.594Z,38.6,127.8,74.2
1938,2022-01-22T14:17:22.801Z,39.5,127.1,76.6
1939,2022-01-22T14:17:33.013Z,38.9,126.6,74.4
1940,2022-01-22T14:17:43.218Z,37.7,140.1,73.4
1941,2022-01-22T14:17:53.393Z,39.6,153.0,73.0
1942,2022-01-22T14:18:03.568Z,41.7,146.6,74.0
1943,2022-01-22T14:18:13.774Z,40.7,148.5,74.0
1944,2022-01-22T14:18:23.979Z,37.4,145.8,73.3
1945,2022-01-22T14:18:34.215Z,38.4,140.2,76.4
1946,2022-01-22T14:18:44.387Z,39.6,132.9,73.5
1947,2022-01-22T14:18:54.56Z,42.0,144.8,76.0
1948,2022-01-22T14:19:04.78Z,37.6,125.5,73.1
1949,2022-01-22T14:19:15Z,37.7,131.9,74.5
1950,2022-01-22T14:19:25.173Z,37.5,179.9,94.9
1951,2022-01-22T14:19:35.33Z,37.6,161.5,74.5
1952,2022-01-22T14:19:45.567Z,39.6,157.6,74.3
1953,2022-01-22T14:19:55.836Z,43.3,131.8,73.4
1954,2022-01-22T14:20:06.058Z,46.8,131.2,74.2
1955,2022-01-22T14:20:16.7Z,42.7,141.0,74.4
1956,2022-01-22T14:20:26.874Z,41.8,131.3,75.4
1957,2022-01-22T14:20:37.082Z,38.2,164.0,75.0
1958,2022-01-22T14:20:47.277Z,39.0,154.8,72.4
1959,2022-01-22T14:20:57.466Z,40.3,138.7,74.7
1960,2022-01-22T14:21:07.685Z,39.7,157.3,74.6
1961,2022-01-22T14:21:17.96Z,39.9,126.9,72.9
1962,2022-01-22T14:21:28.211Z,47.4,124.8,92.1
1963,2022-01-22T14:21:38.433Z,37.6,134.0,72.7
1964,2022-01-22T14:21:48.623Z,38.2,126.6,73.8
1965,2022-01-22T14:21:58.789Z,53.3,126.3,73.9
1966,2022-01-22T14:22:08.947Z,37.4,140.1,72.8
1967,2022-01-22T14:22:19.136Z,38.0,127.0,87.1
1968,2022-01-22T14:22:29.372Z,37.4,154.1,73.0
1969,2022-01-22T14:22:39.564Z,37.4,158.5,74.9
1970,2022-01-22T14:22:49.753Z,37.4,165.0,72.7
1971,2022-01-22T14:22:59.964Z,38.4,135.3,73.2
1972,2022-01-22T14:23:10.138Z,52.4,167.4,73.2
1973,2022-01-22T14:23:20.357Z,37.5,156.7,72.7
1974,2022-01-22T14:23:30.546Z,38.4,177.1,73.4
1975,2022-01-22T14:23:41.22Z,38.1,127.3,73.7
1976,2022-01-22T14:23:51.409Z,37.6,127.7,73.8
1977,2022-01-22T14:24:01.598Z,38.9,165.8,72.4
1978,2022-01-22T14:24:11.787Z,37.3,157.0,75.8
1979,2022-01-22T14:24:21.96Z,37.4,134.4,73.8
1980,2022-01-22T14:24:32.198Z,37.9,132.7,74.0
1981,2022-01-22T14:24:42.435Z,37.3,140.9,75.3
1982,2022-01-22T14:24:52.64Z,37.5,134.0,74.6
1983,2022-01-22T14:25:02.846Z,37.5,139.4,73.3
1984,2022-01-22T14:25:13.068Z,37.7,126.1,73.5
1985,2022-01-22T14:25:23.243Z,38.5,123.6,74.3
1986,2022-01-22T14:25:33.431Z,37.3,135.2,75.0
1987,2022-01-22T14:25:43.637Z,39.6,125.3,73.1
1988,2022-01-22T14:25:53.841Z,37.3,126.4,73.4
1989,2022-01-22T14:26:04.076Z,37.2,126.7,72.5
1990,2022-01-22T14:26:14.264Z,37.3,127.0,73.0
1991,2022-01-22T14:26:24.438Z,37.3,126.6,73.9
1992,2022-01-22T14:26:34.721Z,37.2,126.7,74.5
1993,2022-01-22T14:26:44.909Z,37.2,134.5,74.1
1994,2022-01-22T14:26:55.129Z,37.2,136.4,73.4
1995,2022-01-22T14:27:05.32Z,37.5,129.9,78.2
1996,2022-01-22T14:27:15.524Z,37.4,121.8,73.2
1997,2022-01-22T14:27:26.184Z,37.2,124.4,73.1
1998,2022-01-22T14:27:36.406Z,37.3,127.6,74.7
1999,2022-01-22T14:27:46.644Z,37.6,133.7,73.1
2000,2022-01-22T14:27:56.786Z,37.2,171.4,73.7
2001,2022-01-22T14:28:06.975Z,37.5,142.3,75.4
2002,2022-01-22T14:28:17.154Z,37.5,131.3,75.0
2003,2022-01-22T14:28:27.392Z,37.3,135.1,74.7
2004,2022-01-22T14:28:37.567Z,37.4,130.5,74.3
2005,2022-01-22T14:28:48.224Z,43.4,133.1,73.1
2006,2022-01-22T14:28:58.414Z,45.5,155.2,72.3
2007,2022-01-22T14:29:08.579Z,40.5,144.1,73.8
2008,2022-01-22T14:29:18.784Z,46.4,170.9,73.3
2009,2022-01-22T14:29:28.975Z,40.9,131.9,89.3
2010,2022-01-22T14:29:39.632Z,37.9,140.7,72.3
2011,2022-01-22T14:29:49.793Z,38.5,139.4,73.3
2012,2022-01-22T14:29:59.984Z,41.1,141.1,72.5
2013,2022-01-22T14:30:10.172Z,37.7,136.3,74.9
2014,2022-01-22T14:30:20.346Z,41.5,137.8,75.8
2015,2022-01-22T14:30:30.535Z,40.0,125.5,74.6
2016,2022-01-22T14:30:40.74Z,39.0,127.1,74.3
2017,2022-01-22T14:30:50.916Z,45.8,124.4,74.1
2018,2022-01-22T14:31:01.089Z,48.0,147.8,73.5
2019,2022-01-22T14:31:11.278Z,39.3,142.7,73.5
2020,2022-01-22T14:31:21.436Z,40.0,121.9,79.8
2021,2022-01-22T14:31:31.705Z,39.2,151.8,74.5
2022,2022-01-22T14:31:41.862Z,38.9,151.0,73.3
2023,2022-01-22T14:31:52.085Z,38.8,167.8,75.1
2024,2022-01-22T14:32:02.351Z,39.0,128.8,73.3
2025,2022-01-22T14:32:12.571Z,38.7,125.4,74.6
2026,2022-01-22T14:32:22.794Z,39.0,158.2,73.6
2027,2022-01-22T14:32:32.952Z,39.0,129.6,120.2
2028,2022-01-22T14:32:43.168Z,39.2,126.2,73.0
2029,2022-01-22T14:32:53.365Z,38.7,146.4,73.2
2030,2022-01-22T14:33:03.562Z,38.7,134.7,72.9
2031,2022-01-22T14:33:13.798Z,38.9,177.3,72.4
2032,2022-01-22T14:33:24.034Z,39.1,136.6,72.3
2033,2022-01-22T14:33:34.223Z,38.4,136.6,73.0
2034,2022-01-22T14:33:44.428Z,42.2,159.9,73.4
2035,2022-01-22T14:33:54.632Z,39.5,151.9,72.9
2036,2022-01-22T14:34:04.804Z,39.3,132.9,73.8
2037,2022-01-22T14:34:15.008Z,48.5,138.3,73.6
